ClienteID,Nombre,Edad,Genero,Distrito,TipoCliente
415,Lorenza Castellanos Dalmau,52,Masculino,San Miguel,Nuevo
416,Tecla de Español,59,Masculino,Pueblo Libre,Nuevo
417,Guadalupe Amat Gisbert,45,Femenino,Jesús María,Nuevo
418,Emiliana Carro Gomez,29,Masculino,Barranco,Nuevo
419,Amparo Marco Mendoza,51,Masculino,Pueblo Libre,Nuevo
420,Norberto Lastra Cañete,25,Femenino,La Molina,Nuevo
421,Loreto Barrios Tudela,65,Femenino,Lince,Frecuente
422,Glauco Iriarte Guzmán,26,Femenino,Barranco,Nuevo
423,Heraclio Galván-Morán,62,Femenino,Jesús María,Frecuente
424,Manola Jordá Ortega,23,Femenino,Barranco,VIP
425,Ruben Ramón Ureña,18,Masculino,San Miguel,Frecuente
426,Alexandra Tomás Sanmiguel,62,Masculino,San Miguel,Frecuente
427,Teodosio Roldan Agullo,34,Masculino,La Molina,Nuevo
428,Matías Gil,38,Femenino,Miraflores,Frecuente
429,Cornelio Bueno Ribera,43,Masculino,Pueblo Libre,Nuevo
430,Matías Geraldo Roca Menendez,43,Masculino,San Borja,VIP
431,Estefanía Cantón,59,Masculino,Surco,Frecuente
432,Jose Carlos Alba Corbacho,53,Masculino,Lince,Nuevo
433,Asdrubal Rozas Revilla,34,Masculino,Jesús María,VIP
434,Juan Pablo Grande Esteve,42,Femenino,Barranco,Nuevo
435,Aurelio Prieto Saldaña,54,Femenino,San Borja,Nuevo
436,Laura del Nicolás,29,Femenino,Lince,Nuevo
437,Isidoro Múgica Villaverde,35,Femenino,San Miguel,Nuevo
438,Ariel Rojas Baeza,45,Masculino,Surco,Frecuente
439,Natividad Jordán Garay,39,Masculino,La Molina,Frecuente
440,Tatiana Gibert Fábregas,44,Masculino,Miraflores,Frecuente
441,Gabriela Sánchez Chico,23,Femenino,Miraflores,Nuevo
442,Adoración Quintanilla Trillo,68,Femenino,San Miguel,Nuevo
443,Hipólito Lasa,43,Femenino,Jesús María,Nuevo
444,América Gallo Escolano,32,Masculino,San Miguel,VIP
445,Victoriano Andrés España Blanca,51,Femenino,San Miguel,Nuevo
446,Cirino Porfirio Hierro Amorós,46,Masculino,Barranco,Frecuente
447,Manuela Maldonado,18,Masculino,Jesús María,Nuevo
448,Celso Valenciano Mayol,48,Femenino,Miraflores,Frecuente
449,Ignacio Rojas Juárez,70,Masculino,Barranco,Nuevo
450,Noemí Maestre Vargas,58,Masculino,San Isidro,Frecuente
451,Morena Tania Pablo Echeverría,39,Masculino,La Molina,Nuevo
452,Nazaret Vazquez,19,Masculino,Jesús María,Nuevo
453,Leonardo Falcón Ferrero,18,Masculino,San Isidro,VIP
454,Heriberto Agudo Colom,57,Femenino,Lince,Nuevo
455,Lorenza Roura,47,Masculino,San Borja,Nuevo
456,Jessica Juliana Chacón Girona,30,Femenino,Barranco,Frecuente
457,Jeremías Escalona Arroyo,23,Femenino,La Molina,Frecuente
458,Martín Moya Adán,55,Femenino,Pueblo Libre,Nuevo
459,Eutropio Valencia Riera,58,Femenino,Lince,Nuevo
460,Mario Dimas Ochoa Osorio,67,Masculino,Barranco,Nuevo
461,Paloma Ramón Ramírez,30,Femenino,San Miguel,Nuevo
462,Bonifacio Aramburu Galvez,67,Masculino,Lince,Nuevo
463,Renato Barceló-Rios,32,Masculino,Barranco,Nuevo
464,Morena del Andrés,24,Masculino,Pueblo Libre,Nuevo
465,Buenaventura de Villegas,19,Masculino,Miraflores,VIP
466,Socorro Riba España,23,Femenino,Surco,VIP
467,Joan Rovira,25,Femenino,Pueblo Libre,Nuevo
468,Lara Zamora Uriarte,30,Femenino,Barranco,Nuevo
469,Miguel Villanueva Navarro,39,Femenino,Surco,Nuevo
470,Gabriel Romero Herrero,27,Masculino,Barranco,Frecuente
471,Heraclio de Nevado,37,Masculino,Surco,VIP
472,Emigdio Vallés Bermudez,36,Femenino,Pueblo Libre,Frecuente
473,Charo Almagro,39,Femenino,Miraflores,Nuevo
474,Omar Cardona Cañizares,28,Femenino,Pueblo Libre,Frecuente
475,Nayara Barbero-Garmendia,64,Masculino,Lince,Nuevo
476,Angélica Cuadrado Aragonés,39,Masculino,Miraflores,Frecuente
477,Sebastian Salomón Román Ávila,38,Masculino,San Borja,Frecuente
478,Rodolfo Ramírez Nieto,47,Femenino,San Borja,Nuevo
479,Jessica Ester Iborra Parra,55,Femenino,San Miguel,VIP
480,Leonardo Atilio Alcaraz Figueroa,39,Femenino,Jesús María,Frecuente
481,Nuria Galan Arellano,55,Femenino,San Miguel,Frecuente
482,Maricruz Paulina Llamas Acuña,32,Femenino,Jesús María,Frecuente
483,Ciro Valbuena-Roldán,59,Masculino,Pueblo Libre,Nuevo
484,Merche Ferrando Salvà,48,Femenino,Lince,Nuevo
485,Lalo Barragán Castelló,20,Masculino,San Borja,Nuevo
486,Casemiro Serra Báez,30,Femenino,San Isidro,Nuevo
487,Tania Ortiz,67,Masculino,San Borja,VIP
488,Lilia Seguí Arnau,19,Femenino,Miraflores,Frecuente
489,Emiliana Vaquero Reguera,38,Masculino,Surco,Nuevo
490,Andrés Escobar Cano,32,Masculino,Miraflores,Nuevo
491,Lara Rocamora Jover,46,Masculino,Surco,Nuevo
492,Danilo Fabregat Beltran,57,Masculino,Jesús María,Nuevo
493,Borja Ayala-Navas,25,Masculino,San Isidro,Nuevo
494,Juan Carlos Salgado Llorens,64,Masculino,Miraflores,Nuevo
495,Nicanor Vilanova Blazquez,21,Femenino,Pueblo Libre,Nuevo
496,María Fernanda Castejón-Mas,65,Femenino,Surco,Nuevo
497,Virgilio Dueñas Gil,62,Femenino,Lince,Nuevo
498,Jessica Solano Río,34,Femenino,San Borja,Frecuente
499,Modesto Cardona,44,Masculino,Surco,Nuevo
500,Susana Cabezas Puerta,42,Masculino,Miraflores,Frecuente
501,Yésica Ana Belén Sola Lladó,33,Femenino,Lince,Nuevo
502,Ainoa Segovia Padilla,18,Femenino,San Borja,Frecuente
503,Fabiana Llorente Fábregas,54,Femenino,Barranco,Frecuente
504,Anna Escalona-Moreno,47,Masculino,La Molina,Frecuente
505,Fernanda del Barberá,68,Femenino,Miraflores,Frecuente
506,Benita Vilalta Bonet,30,Masculino,Surco,Nuevo
507,Dani Herrera Benet,43,Masculino,San Borja,Nuevo
508,Antonio Buendía Mena,30,Masculino,Barranco,Frecuente
509,Gilberto Mendizábal Tena,60,Femenino,San Isidro,Nuevo
510,Diana Beltran Codina,31,Masculino,Miraflores,Nuevo
511,Lupe Eliseo Santos Pallarès,68,Masculino,La Molina,Frecuente
512,Custodio Guardia Cerro,45,Femenino,San Miguel,Frecuente
513,Otilia de Flor,44,Femenino,Miraflores,Nuevo
514,Belen Chico Montoya,46,Masculino,San Borja,VIP
515,Graciana Vallés Aguado,56,Masculino,Miraflores,VIP
516,Teodosio Severino Agustín Aroca,22,Femenino,Miraflores,Frecuente
517,Fermín Águila Villalba,47,Masculino,Lince,Nuevo
518,Julie Pulido Checa,26,Masculino,Jesús María,Nuevo
519,Rita Bustos-Nicolás,62,Masculino,San Miguel,Frecuente
520,Visitación Hervia Zamorano,59,Femenino,Pueblo Libre,VIP
521,Custodio Vives Martín,24,Femenino,San Miguel,Nuevo
522,Vicente Angelino Mata López,42,Femenino,Lince,Nuevo
523,Eloy de Reig,19,Femenino,La Molina,VIP
524,Camila Pizarro-Noriega,28,Masculino,Jesús María,Nuevo
525,Basilio Gabriel Berenguer Cornejo,42,Femenino,Pueblo Libre,Nuevo
526,Priscila Trujillo Madrigal,39,Masculino,Lince,Nuevo
527,Selena Jódar-Gimeno,59,Femenino,Jesús María,Frecuente
528,Jose Luis Morales Bermúdez,38,Masculino,Lince,Nuevo
529,Mirta Loreto Caro Isern,37,Femenino,Lince,Nuevo
530,Manuelita Carla Nieto Canet,62,Masculino,Jesús María,Nuevo
531,Chus Martín Segura,27,Masculino,San Borja,Frecuente
532,Ainoa Rosado,35,Femenino,Barranco,Nuevo
533,Tomás Beltran Macias,60,Masculino,San Isidro,Nuevo
534,María Ángeles Cuervo Baeza,41,Masculino,La Molina,Frecuente
535,Rebeca Rosado Suárez,39,Femenino,San Borja,Nuevo
536,Rodolfo Pla,56,Masculino,Miraflores,VIP
537,Dimas Escudero Villalba,28,Femenino,Lince,Nuevo
538,Fernando del Mendez,29,Masculino,Miraflores,Nuevo
539,Lola Navas Alberdi,21,Masculino,La Molina,VIP
540,José María Muñoz-Planas,59,Femenino,Pueblo Libre,Frecuente
541,Marc Coca,39,Masculino,La Molina,Frecuente
542,Albino Mendoza Sanchez,34,Masculino,La Molina,Frecuente
543,Custodia Mancebo Alarcón,31,Femenino,Surco,Frecuente
544,Ana Azorin Guillén,65,Femenino,San Isidro,Nuevo
545,Heliodoro Aragonés Cañas,30,Femenino,Barranco,Nuevo
546,Jafet Echevarría Valls,43,Masculino,Barranco,VIP
547,Irene Gutiérrez Amigó,23,Femenino,Barranco,Frecuente
548,Gastón Tapia Torrecilla,62,Femenino,Barranco,Frecuente
549,Bernabé Exposito-Atienza,19,Femenino,San Isidro,Nuevo
550,Isabela Atienza Álamo,52,Masculino,Jesús María,Nuevo
551,Cintia de Burgos,30,Femenino,Pueblo Libre,Frecuente
552,Che Cervantes Pi,23,Femenino,Surco,Nuevo
553,Amada Gómez Cañellas,58,Femenino,San Miguel,Nuevo
554,Albino Fuente Gutiérrez,64,Femenino,Lince,Frecuente
555,Pepito Cuéllar Bustos,25,Femenino,Barranco,Nuevo
556,África Ribas-Blasco,45,Masculino,Pueblo Libre,VIP
557,Lorena Vilar Amorós,70,Femenino,San Isidro,Nuevo
558,Lilia Feijoo Guitart,38,Masculino,Pueblo Libre,Nuevo
559,Marcial Sevilla Castro,46,Femenino,Jesús María,Frecuente
560,Fabiana de Heras,23,Masculino,San Borja,Nuevo
561,Américo Salvador,31,Femenino,San Borja,Nuevo
562,Candelas Alemán,55,Masculino,Pueblo Libre,VIP
563,Bautista Villalonga Verdugo,55,Femenino,Lince,Frecuente
564,Rosa María de Cabañas,44,Masculino,Surco,Frecuente
565,Patricia Córdoba Cámara,44,Femenino,Miraflores,Nuevo
566,Inmaculada del Pozo,30,Masculino,San Miguel,Nuevo
567,Cristóbal Estévez Murcia,59,Masculino,San Borja,Nuevo
568,Trinidad Alvarado-Navarrete,35,Masculino,La Molina,Nuevo
569,Asdrubal Aranda-Terrón,48,Masculino,San Miguel,Nuevo
570,Cristóbal Gerardo Peñalver Rodriguez,41,Femenino,San Isidro,Nuevo
571,Paz del Sanabria,31,Masculino,La Molina,Nuevo
572,Marisa Bermudez Mayol,61,Masculino,Surco,Frecuente
573,Victoriano Gelabert Peñalver,18,Femenino,Surco,Nuevo
574,Ruperto Riba Moles,58,Femenino,Jesús María,Nuevo
575,Azeneth Barral-Leal,28,Femenino,Barranco,Nuevo
576,Daniel Yáñez Martínez,64,Masculino,San Miguel,Nuevo
577,Rafael Francisco,22,Femenino,Jesús María,Nuevo
578,Dafne Serna Jódar,68,Masculino,Pueblo Libre,Nuevo
579,Trini Morata-León,22,Femenino,La Molina,VIP
580,Macario Vilaplana Lasa,18,Femenino,Jesús María,Frecuente
581,Gloria Beltrán Abellán,67,Masculino,San Isidro,Frecuente
582,Belen de Haro,31,Masculino,Pueblo Libre,Frecuente
583,Ana Sofía de Miguel,62,Masculino,San Miguel,Frecuente
584,Mohamed Quintana Sebastián,33,Femenino,San Borja,Nuevo
585,Clemente Miranda Berenguer,41,Femenino,San Miguel,Frecuente
586,Curro Font Costa,62,Masculino,San Borja,Nuevo
587,Inocencio Criado,63,Femenino,Surco,Nuevo
588,Daniel Rodrigo Ortega,34,Masculino,Jesús María,Frecuente
589,Zaida Raya Ros,49,Femenino,La Molina,Nuevo
590,Domingo Salinas-Bernat,61,Femenino,San Miguel,Nuevo
591,Lupe Fernández-Guzmán,22,Masculino,Pueblo Libre,VIP
592,Encarnación Álamo Chamorro,30,Femenino,Pueblo Libre,Nuevo
593,Gerardo Castelló Silva,49,Femenino,Surco,Frecuente
594,Armando Raimundo Sarabia Estevez,37,Femenino,Lince,Nuevo
595,Carolina Cifuentes Baquero,28,Masculino,Miraflores,Nuevo
596,Angelina Arroyo Cobos,22,Masculino,Jesús María,Nuevo
597,Aura Becerra Crespi,43,Femenino,San Miguel,VIP
598,Sandra Frías Barón,38,Femenino,San Miguel,Frecuente
599,Marisela Bartolomé,51,Masculino,Pueblo Libre,Nuevo
600,Julio Romeu,48,Masculino,Barranco,Frecuente
601,Verónica Ferrándiz Pareja,25,Masculino,La Molina,Frecuente
602,Benita Guiomar Carbajo Guerrero,35,Femenino,La Molina,Frecuente
603,Fabiana Valenciano Palacio,62,Femenino,La Molina,Nuevo
604,Mireia Núñez Cal,23,Masculino,Jesús María,Nuevo
605,Nereida Lucila Alcolea Gascón,48,Femenino,San Isidro,Frecuente
606,Rafaela Jover Puga,22,Femenino,San Isidro,Frecuente
607,Otilia Isaura Garrido Tur,33,Masculino,San Miguel,Nuevo
608,Germán Fuertes-Guerrero,49,Masculino,Miraflores,Frecuente
609,Úrsula Solera Pastor,21,Masculino,San Borja,Nuevo
610,Eloy Torrent Cuervo,31,Masculino,Jesús María,Frecuente
611,Benita Rios Alfonso,28,Masculino,Surco,Nuevo
612,José Rocamora Acedo,38,Femenino,Pueblo Libre,Nuevo
613,Serafina del Lasa,64,Femenino,San Miguel,Nuevo
614,Mario del Salamanca,57,Masculino,Barranco,Nuevo
615,Pánfilo Varela-Tapia,21,Masculino,San Isidro,Nuevo
616,Adelaida Nicolás,61,Masculino,Miraflores,Frecuente
617,Nidia Eva María Sanmiguel Piña,51,Masculino,San Miguel,Nuevo
618,José Vendrell-Torrents,35,Masculino,Jesús María,Nuevo
619,Teodosio Pintor,57,Masculino,San Borja,Frecuente
620,Eutimio Donaire-Gonzalo,36,Masculino,Barranco,Nuevo
621,Pascuala Domínguez Acero,42,Masculino,Pueblo Libre,Frecuente
622,Juan Manuel Rueda Avilés,18,Femenino,San Miguel,Frecuente
623,Teófila Salazar Piña,46,Masculino,Surco,Frecuente
624,Fidela Bernad Barrio,34,Femenino,La Molina,Nuevo
625,Áurea Miralles,24,Masculino,San Miguel,Nuevo
626,Clarisa Rico Arnaiz,28,Masculino,La Molina,Frecuente
627,Patricio Salamanca Gimenez,25,Masculino,Barranco,Frecuente
628,Íñigo Gil Pulido Colom,58,Masculino,Lince,Frecuente
629,Herminio del Olmo,51,Masculino,Lince,Frecuente
630,Judith Alegria Viana,23,Masculino,Surco,Nuevo
631,Félix Sancho Tejedor,59,Masculino,Surco,Nuevo
632,Noelia Cervantes,27,Femenino,Pueblo Libre,Nuevo
633,Albina Ochoa Valle,25,Masculino,San Isidro,Frecuente
634,Ricardo Laguna Alegre,59,Masculino,Surco,Nuevo
635,Anunciación Lumbreras Díaz,55,Masculino,San Isidro,Frecuente
636,Sosimo Ripoll-Cazorla,51,Masculino,San Borja,Nuevo
637,Inmaculada Luque,23,Masculino,San Miguel,Nuevo
638,Reyes Puerta Benet,47,Femenino,Miraflores,Frecuente
639,María Jesús Salcedo Bilbao,56,Femenino,Jesús María,Frecuente
640,Martirio Sanz Viana,33,Femenino,San Isidro,VIP
641,Inés Rius Bautista,58,Masculino,San Isidro,Nuevo
642,Iker Roca Pol,42,Masculino,Surco,Nuevo
643,Chus Gordillo Valenciano,56,Femenino,San Borja,VIP
644,Maximino Calvet-Llanos,33,Femenino,Lince,Frecuente
645,Miguel Toro,39,Femenino,San Miguel,Nuevo
646,Felisa Riera Ripoll,22,Femenino,San Miguel,Frecuente
647,Maxi Bueno Azcona,57,Masculino,Lince,VIP
648,Lisandro Patiño,62,Femenino,Pueblo Libre,Frecuente
649,Andrés Felipe Diez Rocamora,66,Femenino,Barranco,Nuevo
650,Nicolasa de Bonet,30,Femenino,Pueblo Libre,Frecuente
651,Jaime Royo Arnau,53,Femenino,San Miguel,Frecuente
652,Florina Vázquez-Pintor,42,Femenino,Lince,Nuevo
653,Pancho del Puig,56,Masculino,Surco,Nuevo
654,Aristides del Álvaro,64,Femenino,Barranco,Nuevo
655,Rosalía del Arce,20,Femenino,La Molina,Frecuente
656,Josefa de Alemán,53,Femenino,Pueblo Libre,Frecuente
657,Paulina Serrano Díaz,60,Masculino,Pueblo Libre,Nuevo
658,Octavia Elena Marco Pol,67,Femenino,San Isidro,Frecuente
659,Vicente Lledó,29,Masculino,San Borja,Frecuente
660,Cruz de Villalobos,41,Femenino,San Isidro,VIP
661,Borja Abella Padilla,19,Masculino,Surco,Frecuente
662,Segismundo de Ángel,34,Femenino,Lince,Nuevo
663,Ámbar Oliva Melero,45,Masculino,Lince,Nuevo
664,Maximiliano Ferrández Grande,36,Femenino,Jesús María,Nuevo
665,Anita Mireia Quevedo Alba,32,Masculino,Surco,Frecuente
666,Marina Goicoechea,35,Masculino,Lince,Nuevo
667,Dionisia Diez Serna,27,Masculino,Jesús María,VIP
668,Domingo Tejedor Vega,36,Femenino,Barranco,Frecuente
669,Perla Rivas Adán,32,Femenino,Lince,Frecuente
670,Marcelo Rubén Feijoo Codina,45,Femenino,Lince,Nuevo
671,Dora Aguilar-Duarte,37,Femenino,Jesús María,Nuevo
672,Amado Echevarría Moll,59,Masculino,Barranco,Nuevo
673,Narciso Torrents,20,Masculino,La Molina,Nuevo
674,Cayetano Carreras Bonet,34,Femenino,Barranco,Nuevo
675,Francisco Pujol-Pascual,48,Femenino,San Borja,Frecuente
676,Jennifer Ferrández,18,Femenino,San Isidro,Frecuente
677,Victoriano Morell Arellano,67,Femenino,La Molina,VIP
678,Micaela Iglesia Larrañaga,51,Femenino,Miraflores,Frecuente
679,Amada Soto Orozco,64,Femenino,Barranco,Nuevo
680,Casemiro Segarra-Montserrat,56,Masculino,San Isidro,Nuevo
681,Anastasio Barros Miralles,29,Masculino,San Miguel,VIP
682,Ruperta María Manuela Sáenz Valderrama,56,Femenino,Lince,VIP
683,Bibiana Conde Múñiz,30,Femenino,Jesús María,Nuevo
684,Leandra Fabregat-Nadal,69,Femenino,Barranco,Frecuente
685,Quique Jover Vaquero,64,Femenino,Surco,Nuevo
686,Osvaldo Marti-Bautista,27,Femenino,San Miguel,Nuevo
687,Ciro Melero Álvarez,51,Masculino,Jesús María,Nuevo
688,Luis Ángel Rafael Montes Téllez,43,Femenino,San Isidro,Frecuente
689,Hernán Roldán Vilaplana,59,Masculino,Surco,Nuevo
690,María Jesús Chacón Rivas,46,Femenino,Surco,VIP
691,Haroldo Caballero Morán,43,Masculino,San Borja,Nuevo
692,Bernarda Quintanilla Bastida,43,Femenino,Jesús María,Nuevo
693,Carina Alemán Lamas,36,Masculino,San Isidro,Frecuente
694,Kike Borrego Tamarit,44,Femenino,Jesús María,VIP
695,María Dolores Valverde Rodrigo,22,Masculino,Miraflores,Frecuente
696,Severiano Víctor Manzanares Saura,66,Femenino,Jesús María,Nuevo
697,Yaiza Chico-Martí,20,Femenino,La Molina,Nuevo
698,Perlita Salas-Sosa,56,Femenino,Jesús María,Frecuente
699,Maricruz Becerra Gutierrez,19,Femenino,Surco,Nuevo
700,Enrique Ferrero Arce,66,Femenino,Surco,Frecuente
701,Esteban Mora Bello,55,Femenino,Surco,Nuevo
702,Luisa Bru,38,Masculino,Surco,Frecuente
703,Gil Jiménez,68,Masculino,Pueblo Libre,Nuevo
704,Paulino de Carbajo,61,Masculino,San Borja,Frecuente
705,Melisa Viña,25,Masculino,Barranco,Frecuente
706,Eduardo Fabra Escalona,58,Masculino,Miraflores,VIP
707,Dolores Asensio Ródenas,67,Masculino,San Miguel,Nuevo
708,María Del Carmen Guardia Luna,38,Masculino,Jesús María,Frecuente
709,Óscar Gámez Poza,47,Femenino,Pueblo Libre,Nuevo
710,Diego Planas Pedrosa,62,Femenino,Pueblo Libre,Nuevo
711,Remigio Clavero Barreda,66,Masculino,Jesús María,Frecuente
712,Flavia Tur Torrents,31,Femenino,La Molina,Frecuente
713,Natanael Balaguer,49,Masculino,La Molina,Frecuente
714,Ariel Sanmartín-Planas,37,Femenino,Barranco,Frecuente
715,Saturnino Gilabert Zaragoza,54,Masculino,Barranco,Frecuente
716,Azeneth Lobato Rocamora,58,Femenino,San Borja,Frecuente
717,Nicanor Egea,19,Masculino,Lince,Nuevo
718,Alba Cabañas,20,Masculino,La Molina,Nuevo
719,Jose Francisco de Blanes,62,Femenino,Jesús María,Frecuente
720,Gabino Reyes Revilla,69,Femenino,La Molina,Frecuente
721,Bienvenida Ramón Gisbert,65,Femenino,San Borja,Nuevo
722,Eric del Bernat,26,Masculino,La Molina,Nuevo
723,Débora Calzada-Portero,61,Femenino,Jesús María,Frecuente
724,Bernardo del Fonseca,18,Femenino,Barranco,Nuevo
725,Silvestre Peña Gonzalez,38,Masculino,Miraflores,Nuevo
726,Noemí Pelayo Villalba,40,Masculino,Lince,Nuevo
727,Gastón Abellán Ballesteros,28,Femenino,Lince,Nuevo
728,Rosario Galan,68,Masculino,Surco,Nuevo
729,Estela García,42,Femenino,La Molina,Frecuente
730,Demetrio Otero Peláez,51,Masculino,San Borja,Nuevo
731,Venceslás Morell Barral,35,Masculino,Miraflores,Nuevo
732,Iris Alberola León,30,Masculino,San Borja,Nuevo
733,Amancio Carretero Aguilera,61,Masculino,La Molina,Nuevo
734,Loreto de Quirós,26,Femenino,Lince,Nuevo
735,Jose Ignacio Lucena Dueñas,31,Masculino,Miraflores,Nuevo
736,Olga Estevez Cepeda,37,Femenino,Lince,Nuevo
737,Sebastián Badía-Perea,58,Masculino,Jesús María,Nuevo
738,Domitila Becerra Martínez,18,Masculino,Miraflores,Nuevo
739,Jorge Casares Catalá,23,Femenino,Surco,VIP
740,Dorotea Rosaura Bayón Rosales,48,Masculino,Surco,Nuevo
741,Evangelina Carnero Montesinos,58,Femenino,San Borja,Frecuente
742,María Carmen Rosales Perez,68,Femenino,Miraflores,Nuevo
743,Visitación Ferreras Hidalgo,51,Femenino,La Molina,Nuevo
744,Josué Pina Casares,54,Masculino,Miraflores,Frecuente
745,Pascual Luz Seguí,45,Masculino,San Isidro,Nuevo
746,Azucena Cabrera Casanova,32,Femenino,Surco,Nuevo
747,Gerardo Cámara Feliu,58,Masculino,San Isidro,VIP
748,Manola Pelayo-Galindo,21,Femenino,San Isidro,Frecuente
749,Asdrubal Vicente Sanjuan,42,Femenino,Surco,Frecuente
750,María Marquez,31,Masculino,San Miguel,VIP
751,Rosendo Batalla Nebot,41,Masculino,La Molina,Frecuente
752,Maxi Carpio-Vidal,31,Masculino,Jesús María,Frecuente
753,Araceli Barberá-Quirós,62,Masculino,San Borja,Frecuente
754,Nacho Benavente Maestre,19,Masculino,Surco,Nuevo
755,Manolo Merino,39,Masculino,La Molina,Nuevo
756,Darío Rivas Crespo,28,Femenino,Lince,Frecuente
757,Calisto Frías Escobar,26,Masculino,Lince,Nuevo
758,Alonso Millán-Batlle,70,Masculino,Lince,Frecuente
759,Albino Guzmán Gisbert,37,Femenino,La Molina,Frecuente
760,Celestina Bonilla Narváez,40,Femenino,La Molina,Frecuente
761,Calixto Bilbao,44,Femenino,Miraflores,Nuevo
762,Manuelita Duque-Colom,35,Masculino,Surco,Nuevo
763,Maristela Valenciano-Blanco,31,Femenino,San Miguel,Frecuente
764,Ciriaco Carbajo Alberto,66,Masculino,Pueblo Libre,VIP
765,Jenny del Manzanares,62,Masculino,San Isidro,Nuevo
766,Paloma Cid Nogueira,54,Femenino,Pueblo Libre,Nuevo
767,Joel Borrego,69,Femenino,Lince,Frecuente
768,Eleuterio del Rey,34,Masculino,Barranco,Nuevo
769,Pepito Pavón-Ruiz,55,Masculino,Surco,Nuevo
770,Rogelio Ferrero Olivares,34,Femenino,San Miguel,Nuevo
771,Amada Berta Priego Seguí,46,Femenino,Jesús María,Nuevo
772,Javier Mora Cruz,28,Femenino,San Miguel,Frecuente
773,Camilo Molina Macias,25,Femenino,San Borja,Frecuente
774,Constanza Campo Río,48,Femenino,San Isidro,Nuevo
775,María Jesús Tena Cuevas,39,Femenino,San Borja,Frecuente
776,Severo Lledó Rueda,36,Femenino,Lince,Frecuente
777,Amílcar Pastor Cantero Sacristán,54,Masculino,Surco,Frecuente
778,Gabino Luque-Vera,47,Femenino,Surco,Nuevo
779,Asdrubal Vives-Romero,53,Femenino,Lince,VIP
780,Alejandra Rivero Valle,53,Femenino,La Molina,Frecuente
781,Heliodoro Feijoo Barrio,54,Masculino,La Molina,Nuevo
782,Vidal Gras Giménez,33,Masculino,La Molina,Nuevo
783,Manu Carranza-Leiva,29,Masculino,La Molina,Frecuente
784,Valerio Cadenas Roman,24,Femenino,Surco,Nuevo
785,Felix Mendizábal Villar,70,Masculino,La Molina,Frecuente
786,Cipriano Riera Agudo,57,Masculino,San Miguel,Nuevo
787,Cosme Adolfo Landa Vives,54,Masculino,Jesús María,Frecuente
788,Amancio Clemente Tomás,58,Masculino,Lince,Nuevo
789,Carla del Pinto,40,Masculino,Barranco,VIP
790,Violeta Pagès Arjona,50,Masculino,Lince,Nuevo
791,Albert Ferrando Casanova,61,Femenino,San Isidro,Frecuente
792,Florentino del Heredia,18,Masculino,Surco,Frecuente
793,Clotilde Ayuso Sedano,58,Masculino,San Miguel,Frecuente
794,Elena Gras,44,Femenino,Barranco,Nuevo
795,Hipólito Angelino Montoya Carvajal,18,Femenino,La Molina,Nuevo
796,Apolinar Morcillo-Ruano,47,Masculino,La Molina,VIP
797,Valeria del Cerdán,36,Femenino,San Borja,Nuevo
798,Wilfredo Macias-Molins,24,Masculino,San Miguel,Nuevo
799,Marta Diez Domínguez,21,Femenino,San Borja,Nuevo
800,Mamen Avilés Grau,68,Masculino,Lince,Frecuente
801,César Checa Rovira,67,Femenino,Pueblo Libre,Nuevo
802,Claudia Carretero-Lasa,63,Masculino,San Isidro,Frecuente
803,Heriberto Aramburu Escrivá,18,Masculino,Surco,Nuevo
804,Albert Castejón Herrera,47,Masculino,San Miguel,Nuevo
805,Reinaldo Tena,63,Femenino,San Borja,Nuevo
806,Jenaro Martorell Sureda,49,Femenino,Jesús María,VIP
807,Manuelita Rovira-Moles,36,Masculino,San Borja,Nuevo
808,Nilo Llanos Barba,37,Masculino,Miraflores,Nuevo
809,Marciano Corominas Elorza,59,Masculino,Surco,Nuevo
810,Íñigo Aramburu,24,Masculino,San Miguel,Nuevo
811,Urbano Collado-Cordero,35,Masculino,Jesús María,Nuevo
812,Tadeo Porta Valencia,47,Masculino,Pueblo Libre,Frecuente
813,Rogelio Antúnez Aroca,23,Femenino,Jesús María,Frecuente
814,Emigdio Sureda León,64,Femenino,Pueblo Libre,Nuevo
815,Roldán Adán Bejarano,53,Masculino,San Miguel,Nuevo
816,Gracia Vera,41,Masculino,Pueblo Libre,Nuevo
817,Olalla Bru,34,Femenino,Lince,Nuevo
818,Pelayo Rosario Catalán Vazquez,30,Masculino,Pueblo Libre,Frecuente
819,Rómulo del Leon,33,Femenino,San Miguel,Frecuente
820,Rodolfo Silvestre Pol Anguita,56,Femenino,Jesús María,Nuevo
821,Jerónimo de Hidalgo,26,Masculino,San Miguel,Nuevo
822,Yolanda Balaguer Bello,53,Masculino,Pueblo Libre,Nuevo
823,Severino Rodríguez Ponce,38,Masculino,Miraflores,Nuevo
824,Florencio Hernando Juliá Madrid,26,Masculino,Surco,Nuevo
825,Lucio Valls Cuevas,21,Femenino,Surco,Nuevo
826,Estrella Naranjo Sanmartín,39,Masculino,La Molina,VIP
827,Olegario Gárate-Blazquez,47,Masculino,San Isidro,Nuevo
828,Benigno Arce Muro,44,Masculino,Pueblo Libre,Frecuente
829,Eloy de Huguet,46,Femenino,Miraflores,Nuevo
830,Samanta Salom Monreal,45,Femenino,Pueblo Libre,Nuevo
831,Cebrián de Pozo,66,Femenino,San Miguel,Frecuente
832,Ruben Chico Báez,63,Masculino,San Isidro,Nuevo
